知名度	低	0.9916
配置	不错	0.9916
集成度	高	0.9915
线条	激进	0.9915
燃料	多余	0.9915
动作	平缓	0.9915
循迹性	不错	0.9915
纵深	不错	0.9915
底盘	硬朗	0.9915
刹车	肉	0.9915
结构	清晰	0.9914
推背感	顺畅	0.9914
调校	灵	0.9914
噪音	刺耳	0.9914
座椅	偏硬	0.9914
力度	平稳	0.9914
形象	真	0.9914
指向性	强	0.9914
状态	细腻	0.9914
加速感	爽快	0.9913
状态	平缓	0.9913
油耗	准确	0.9913
布局	规整	0.9913
平衡性	出色	0.9913
质量	大	0.9913
牵引力	巨大	0.9913
发动机	优秀	0.9913
声浪	销魂	0.9913
布局	平整	0.9912
座椅	良好	0.9912
效果	漂亮	0.9912
外观	出色	0.9912
操控性	棒	0.9912
加速感	持久	0.9912
使用率	低	0.9912
变速箱	温顺	0.9912
轮毂	亮眼	0.9912
方向	稳健	0.9912
效果	靓丽	0.9911
沟通感	一般	0.9911
抓地力	良好	0.9911
推背感	不错	0.9911
工艺	良好	0.9911
缝线	整齐	0.9911
手感	厚重	0.9911
力度	清晰	0.9911
加速感	畅快	0.9910
舒适性	合理	0.9910
造型	敦厚	0.9910
外形	漂亮	0.9910
质感	沉实	0.9910
极限	窄	0.9910
状态	拥挤	0.9910
加速性	不错	0.9909
触感	松垮	0.9909
尺寸	保守	0.9909
姿态	平缓	0.9909
爆发力	持久	0.9909
密封性	好	0.9909
清晰度	好	0.9909
舒适度	不足	0.9908
品质	理想	0.9908
底盘	稳健	0.9908
虚位	小	0.9908
风噪	大	0.9908
性价比	出众	0.9908
刹车	软	0.9908
车	稳	0.9908
颠簸感	清晰	0.9908
循迹性	稳定	0.9907
回馈	激烈	0.9907
力度	生动	0.9907
回馈	适中	0.9907
厚度	薄	0.9907
座椅	软塌塌	0.9907
脚感	沉稳	0.9907
方向盘	小巧	0.9907
成绩	一般	0.9906
手感	厚实	0.9906
平整度	高	0.9906
效率	低	0.9906
姿态	协调	0.9906
内饰	一般	0.9906
手感	轻	0.9905
用料	不错	0.9905
味道	浓	0.9905
稳定性	不错	0.9905
通过性	优秀	0.9905
脚感	沉重	0.9905
发动机	安静	0.9905
操控性	精准	0.9905
配置	单薄	0.9905
姿态	灵活	0.9905
填充物	软	0.9904
造价	低	0.9904
力度	偏软	0.9904
反应	迟缓	0.9904
做工	出色	0.9904
加速感	平淡	0.9904
侧倾	明显	0.9904
循迹性	强	0.9904
侧倾	一般	0.9904
声音	刺耳	0.9904
工艺	奢华	0.9904
包裹感	差	0.9904
握感	一般	0.9904
可控性	好	0.9903
流畅度	高	0.9903
填充物	饱满	0.9903
排气声	好听	0.9903
品质	可靠	0.9903
外形	优雅	0.9903
造型	平庸	0.9902
氛围	舒缓	0.9902
容积	深	0.9902
准确度	高	0.9901
阻尼	适中	0.9901
实用性	差	0.9901
动力	绵柔	0.9901
支撑性	充足	0.9901
效果	出色	0.9901
动作	迅速	0.9901
悬架	坚韧	0.9901
柔软度	一般	0.9901
动力性	差	0.9901
幅度	大	0.9900
精准度	好	0.9900
方向盘	软	0.9900
加速感	不错	0.9900
接缝	宽	0.9899
支撑力	良好	0.9899
精准性	一般	0.9899
手感	轻盈	0.9899
样式	单调	0.9899
分辨率	好	0.9899
扩展性	好	0.9899
力度	不足	0.9898
声音	细腻	0.9898
路感	明确	0.9898
配置	便捷	0.9898
加速度	好	0.9898
硬度	高	0.9898
线条	耐看	0.9898
地盘	高	0.9898
线条	累赘	0.9897
柔软度	出色	0.9897
性格	内敛	0.9897
分辨率	一般	0.9897
踏板	棒	0.9897
节奏	低沉	0.9897
状态	灵敏	0.9897
状态	适中	0.9897
精准性	出色	0.9897
灵活性	高	0.9897
加速感	凌厉	0.9897
用料	奢华	0.9896
加速度	低	0.9896
灵敏性	高	0.9896
提速感	不错	0.9896
加速度	差	0.9896
座椅	奢华	0.9896
制动力	强大	0.9896
宽度	充足	0.9895
变速箱	失望	0.9895
方向盘	沉稳	0.9895
效果	优秀	0.9895
油门	轻盈	0.9895
手感	沉稳	0.9895
整体	弱	0.9895
整体	硬	0.9895
循迹性	不足	0.9895
轰鸣声	轻微	0.9895
操控	灵敏	0.9895
手感	光滑	0.9895
触感	生硬	0.9895
水平	出色	0.9895
扭矩	弱	0.9894
速度	理想	0.9894
接缝	平整	0.9894
屏幕	细腻	0.9894
地盘	扎实	0.9894
做工	精湛	0.9894
视野	优异	0.9894
握感	出众	0.9894
质感	清脆	0.9894
外形	出众	0.9894
舒适性	逊色	0.9893
反应	暴躁	0.9893
缝隙	均匀	0.9893
外观	低调	0.9893
声浪	高亢	0.9893
外观	抢眼	0.9893
重心	稳定	0.9892
排气声	雄壮	0.9892
按键	简单	0.9892
尾翼	小巧	0.9892
后备厢	规整	0.9892
循迹性	好	0.9892
爆发力	充足	0.9892
用料	硬朗	0.9891
包裹性	优秀	0.9891
大灯	迷人	0.9891
样式	动感	0.9891
噪音	出色	0.9891
风噪	轻微	0.9891
工艺	独特	0.9891
比例	修长	0.9891
回馈	轻	0.9890
附着力	低	0.9890
车	朴实	0.9890
底盘	矫健	0.9890
响应性	积极	0.9890
幅度	一般	0.9890
填充物	硬	0.9889
底盘	轻柔	0.9889
声音	嘹亮	0.9889
车辆	轻快	0.9889
车辆	重	0.9889
做工	良好	0.9889
空间	窄	0.9889
状态	稳健	0.9889
通过性	出色	0.9889
力道	充沛	0.9889
线条	繁杂	0.9889
手感	柔和	0.9888
程度	逊	0.9888
外观	端庄	0.9888
声音	粗糙	0.9888
操控性	良好	0.9888
声音	安静	0.9888
机动性	良好	0.9888
力度	硬	0.9888
问题	简单	0.9888
避震器	软	0.9887
风阻	低	0.9887
油耗	经济	0.9887
握感	柔软	0.9887
外表	惊艳	0.9887
力度	轻	0.9887
底盘	高	0.9887
姿态	大	0.9887
阻尼感	清晰	0.9887
灵敏度	一般	0.9886
支撑性	足	0.9886
韧性	良好	0.9886
变速器	出色	0.9886
刚性	低	0.9886
阻尼感	强	0.9886
握感	舒适	0.9886
回馈	少	0.9886
储备	充沛	0.9886
缝隙	小	0.9886
外形	灵动	0.9885
钥匙	漂亮	0.9885
接缝	均匀	0.9885
效果	一般	0.9885
能力	弱	0.9885
地盘	沉稳	0.9885
材料	优秀	0.9885
阻尼	大	0.9885
味道	活泼	0.9885
能力	差	0.9885
油门	迟钝	0.9885
高级感	不错	0.9885
脚感	轻盈	0.9885
口碑	良好	0.9884
阻尼	生硬	0.9884
配置	奢华	0.9884
价格	朴实	0.9884
悬架	硬	0.9884
外观	出众	0.9884
灵敏度	不错	0.9883
可控性	不错	0.9883
虚位	少	0.9883
灯	靓丽	0.9883
配置	给力	0.9883
握感	不错	0.9883
可玩性	高	0.9883
配置	花哨	0.9883
动力	充沛	0.9883
推背感	强劲	0.9883
配置	优秀	0.9883
技术	老旧	0.9883
路感	干净	0.9883
布局	干净	0.9882
储物格	窄	0.9882
刚度	好	0.9882
驾乘感	舒适	0.9882
氛围	惬意	0.9882
重心	高	0.9882
姿态	大气	0.9882
填充物	厚	0.9882
尾翼	硕大	0.9882
跟随性	好	0.9882
线条	花哨	0.9882
反应	慢	0.9881
调校	熟悉	0.9881
车辆	省油	0.9881
后轮	活跃	0.9881
胎壁	厚	0.9881
手感	棒	0.9881
头灯	修长	0.9881
成绩	平淡	0.9881
姿态	优雅	0.9881
能力	称职	0.9881
动作	轻巧	0.9881
力度	大	0.9881
可控性	良好	0.9881
动作	猛	0.9881
数量	可观	0.9881
驾驶感	畅快	0.9881
触感	不错	0.9880
转向感	好	0.9880
触感	棒	0.9880
方向	灵敏	0.9880
腰线	高挑	0.9880
声音	低沉	0.9880
声浪	迷人	0.9880
性能	适中	0.9880
配置	简陋	0.9880
定位	精准	0.9880
动作	扎实	0.9879
尾灯	精致	0.9879
后备厢	平整	0.9879
手感	不错	0.9879
调校	良好	0.9879
体积	适中	0.9879
结合点	清晰	0.9879
氛围	科幻	0.9879
灵活性	出众	0.9879
精度	不错	0.9878
效果	老气	0.9878
身姿	优雅	0.9878
性能	差	0.9878
尾灯	朴素	0.9878
回头率	不错	0.9878
弹跳感	明显	0.9878
氛围	和谐	0.9878
回馈	充足	0.9878
回头率	高	0.9878
空间	灵动	0.9877
手感	一般	0.9877
稳定性	棒	0.9877
手感	紧致	0.9877
调教	优异	0.9877
成绩	优异	0.9877
乘坐性	舒适	0.9877
成功率	高	0.9877
按键	扎实	0.9877
推背感	畅快	0.9877
软硬	适中	0.9877
稳定性	佳	0.9877
姿态	自然	0.9876
驾驶感	出色	0.9876
手感	重	0.9876
成绩	优秀	0.9876
支撑力	出色	0.9876
材质	廉价	0.9876
气温	高	0.9876
座椅	平	0.9876
接口	时尚	0.9876
方向	清晰	0.9876
效果	抢眼	0.9875
外观	帅	0.9875
阻尼	小	0.9875
声浪	独特	0.9875
能力	不足	0.9875
设计感	出色	0.9875
缝隙	匀称	0.9875
虚位	长	0.9875
变速器	优秀	0.9875
力度	细腻	0.9874
后备厢	宽大	0.9874
线条	性感	0.9874
脚感	轻柔	0.9874
外观	酷炫	0.9874
温度	舒适	0.9874
座椅	优秀	0.9874
路感	强	0.9874
工艺	差	0.9874
氛围	紧凑	0.9874
格调	优雅	0.9873
尺寸	宽大	0.9873
回馈	轻柔	0.9873
状态	轻快	0.9873
成绩	意外	0.9873
动力性	出色	0.9873
用料	考究	0.9873
推背感	强烈	0.9873
接缝	细密	0.9873
程度	适中	0.9873
姿态	稳重	0.9872
加速度	理想	0.9872
噪音	理想	0.9872
外表	华丽	0.9872
状态	低调	0.9871
类型	简洁	0.9871
风噪	小	0.9871
舒适性	高	0.9871
外观	朴实	0.9871
接合点	模糊	0.9871
性格	粗犷	0.9871
力度	足	0.9870
手感	差	0.9870
动作	温柔	0.9870
性能	美式	0.9870
工艺	复杂	0.9870
空气	好	0.9870
提速感	强烈	0.9870
阻尼	硬朗	0.9870
成绩	逊色	0.9870
性能	给力	0.9870
阻尼感	小	0.9870
方向	少	0.9870
轴距	实用	0.9870
包裹性	宽松	0.9870
加速感	轻快	0.9869
节油性	良好	0.9869
装饰	花哨	0.9869
外观	优秀	0.9869
车	刚毅	0.9869
动作	快速	0.9869
曲线	平稳	0.9869
变速器	醒目	0.9869
线条	锋利	0.9869
特点	均匀	0.9869
路感	欠缺	0.9869
味道	浓郁	0.9869
线条	刚劲	0.9869
离合点	高	0.9868
力道	足	0.9868
油耗	敏感	0.9868
技术	具体	0.9868
内饰	难看	0.9868
填充物	薄	0.9868
舒适度	出色	0.9868
油耗	优秀	0.9868
实用性	低	0.9868
选材	不错	0.9868
范围	出色	0.9868
灵活度	高	0.9868
销量	好	0.9868
动作	缓	0.9867
指向性	准确	0.9867
价值	高	0.9867
效果	酷	0.9867
效果	明亮	0.9867
耐用性	不错	0.9867
调校	专业	0.9867
结构	扎实	0.9867
回馈感	不错	0.9867
回馈	好	0.9867
速度	不够	0.9867
速度	一般	0.9867
分辨率	高	0.9867
做工	考究	0.9867
效果	饱满	0.9867
姿态	漂亮	0.9867
程度	高	0.9866
回馈	轻巧	0.9866
稳定性	强大	0.9866
外观	绚丽	0.9866
品质	棒	0.9866
动作	利落	0.9866
结合点	高	0.9866
质地	精细	0.9866
手感	轻巧	0.9866
氛围	浪漫	0.9865
利用率	出色	0.9865
动作	多	0.9865
轮毂	巨大	0.9865
配置	寒酸	0.9865
塑料感	强	0.9865
延展性	好	0.9865
前脸	厚重	0.9865
效果	不错	0.9865
功能	单一	0.9864
动作	顺利	0.9864
造型	老气	0.9864
回馈	强烈	0.9864
刚性	佳	0.9864
效果	炫目	0.9864
层次感	清晰	0.9864
质量	清晰	0.9863
布局	整洁	0.9863
布局	舒适	0.9863
操控	优异	0.9863
画质	一般	0.9863
动力	柔和	0.9862
用料	充实	0.9862
抓地力	不错	0.9862
便利性	一般	0.9862
加速度	强	0.9862
手感	佳	0.9862
线条	灵动	0.9862
性格	低调	0.9862
车	体面	0.9862
状态	沉稳	0.9861
力度	软	0.9861
整体	单薄	0.9861
质地	好	0.9861
接缝	小	0.9861
车	平庸	0.9861
效果	清晰	0.9861
轮圈	时尚	0.9861
路感	不足	0.9861
舒适度	欠佳	0.9861
整体性	高	0.9861
声音	浑厚	0.9861
异味	小	0.9861
发动机	小巧	0.9861
握感	粗	0.9861
优势	强劲	0.9860
配置	优异	0.9860
动作	轻柔	0.9860
加速度	迅猛	0.9860
路感	出色	0.9860
定位	奢华	0.9860
外形	炫酷	0.9860
保有量	小	0.9860
车身	沉	0.9860
动作	迟缓	0.9860
光线	亮	0.9859
脚感	模糊	0.9859
持续性	不错	0.9859
制动力	明显	0.9859
刹车	坚决	0.9859
价格	低	0.9859
颜值	出众	0.9859
气温	低	0.9859
用料	低廉	0.9859
配置	少有	0.9859
界面	复杂	0.9859
成绩	亮眼	0.9859
环境	清新	0.9859
界面	好看	0.9859
指向性	突出	0.9859
方向盘	简单	0.9858
透光性	出众	0.9858
声音	小	0.9858
坐垫	薄	0.9858
悬架	扎实	0.9858
反应	迟钝	0.9858
方向盘	稳	0.9858
贴合度	高	0.9858
配置	单一	0.9858
环境	整洁	0.9858
容错率	高	0.9858
方式	灵敏	0.9858
兼容性	强大	0.9858
状态	敏感	0.9857
整体	柔和	0.9857
速度	优雅	0.9857
填充物	不错	0.9857
回馈	轻松	0.9857
成绩	不俗	0.9857
功能区	简洁	0.9857
静谧性	出色	0.9857
空间	普通	0.9856
整体	均匀	0.9856
类型	优秀	0.9856
填充物	单薄	0.9856
调校	优秀	0.9856
姿态	棒	0.9856
轴距	逊色	0.9856
尺寸	窄	0.9856
尺寸	硕大	0.9855
外表	优雅	0.9855
踏板	稳定	0.9855
姿态	高	0.9855
利用率	高	0.9855
外形	灵巧	0.9855
方向盘	稳健	0.9855
线条	阳刚	0.9855
效果	省油	0.9854
按键	醒目	0.9854
身姿	稳健	0.9854
外型	平淡	0.9854
气氛	稳重	0.9854
动力性	不俗	0.9854
按键	小	0.9854
灵敏性	不错	0.9854
弹性	适中	0.9853
外型	帅气	0.9853
流畅度	不错	0.9853
格调	沉稳	0.9853
身姿	灵活	0.9853
易用性	好	0.9852
能力	出众	0.9852
线条	舒展	0.9852
能力	优秀	0.9852
风格	柔和	0.9852
质量	重	0.9852
牵引力	好	0.9852
盲区	大	0.9852
方向盘	时尚	0.9852
设计感	不错	0.9851
配色	清新	0.9851
效果	酷炫	0.9851
坐垫	硬	0.9851
动力	温柔	0.9851
印象	清晰	0.9851
品质	精细	0.9851
轮廓	修长	0.9850
身姿	小巧	0.9850
分辨率	低	0.9850
储物格	出色	0.9850
车厢	宁静	0.9850
车身	整洁	0.9850
尾灯	复杂	0.9850
灵敏度	适中	0.9850
隔音棉	厚实	0.9850
样式	时尚	0.9850
力道	适中	0.9850
填充物	扎实	0.9850
色调	清新	0.9849
线条	简约	0.9849
肌肉感	强烈	0.9849
印象	科幻	0.9849
方向盘	老气	0.9849
手感	出众	0.9849
范围	适中	0.9848
回馈	厚实	0.9848
整体	平整	0.9848
附着力	良好	0.9848
回馈	一般	0.9848
配置	多余	0.9848
质感	不错	0.9848
状态	稳定	0.9848
车尾	利落	0.9848
手感	饱满	0.9848
水平	平庸	0.9848
效果	迅速	0.9847
效果	良好	0.9847
容积	一般	0.9847
舒适感	不错	0.9847
车	漂亮	0.9847
线条	复杂	0.9847
效果	细腻	0.9847
油耗	吓人	0.9847
力道	轻盈	0.9846
力道	不错	0.9846
腰线	简单	0.9846
线条	柔美	0.9846
环境	敏感	0.9846
噪音	烦躁	0.9846
力度	好	0.9846
乘坐感	舒适	0.9846
用料	粗糙	0.9846
状态	压抑	0.9846
变速箱	清晰	0.9846
变速箱	灵敏	0.9845
功能	出色	0.9845
支撑力	一般	0.9845
舒适性	不俗	0.9845
魅力	迷人	0.9845
座椅	宽厚	0.9845
质地	生硬	0.9844
价格	诱人	0.9844
空间	厚道	0.9844
性价比	优异	0.9844
外观	彪悍	0.9844
稳定性	突出	0.9844
时尚感	朴实	0.9843
价格	实惠	0.9843
做工	惊喜	0.9843
油门	缓慢	0.9843
状态	从容	0.9843
加速度	小	0.9843
路感	细碎	0.9843
安全性	差	0.9843
美感	简约	0.9843
电脑	准确	0.9843
性能	惊人	0.9843
车身	矮	0.9843
回馈	松垮	0.9842
底盘	紧凑	0.9842
布局	工整	0.9842
性格	温顺	0.9842
亮度	低	0.9842
车身	厚实	0.9842
动力	平淡	0.9842
配置	出色	0.9842
外形	不错	0.9842
画面	美好	0.9842
外观	高贵	0.9842
踏板	硬	0.9842
脚感	一般	0.9841
方式	舒缓	0.9841
平衡性	佳	0.9841
竞争力	弱	0.9841
细节	成熟	0.9841
外表	前卫	0.9841
外观	可爱	0.9841
车	逊	0.9841
性格	暴躁	0.9841
发动机	销魂	0.9841
布局	清晰	0.9841
曲线	细腻	0.9841
便利度	高	0.9840
运动感	稳重	0.9840
动力	狂野	0.9840
外观	唯美	0.9840
内饰	繁杂	0.9840
刹车	灵	0.9840
操控性	高	0.9839
实用度	高	0.9839
车体	高	0.9839
保有量	高	0.9839
个性	少有	0.9839
效果	有力	0.9838
刹车	敏感	0.9838
纵深	一般	0.9838
造型	柔美	0.9838
辨识度	高	0.9838
车	优秀	0.9837
支撑度	好	0.9837
回馈	真实	0.9837
驾驶感	轻盈	0.9837
能力	不错	0.9837
效果	逊	0.9837
轮廓	生硬	0.9837
外形	小巧	0.9837
线条	迷人	0.9837
软度	不错	0.9837
私密性	好	0.9837
力度	舒适	0.9837
技术	新鲜	0.9836
配置	出彩	0.9836
通过性	卓越	0.9836
易读性	高	0.9836
外形	专业	0.9836
范围	有限	0.9836
加速度	强劲	0.9836
踏板	坚实	0.9835
尾翼	宽大	0.9835
气质	高雅	0.9835
承托性	不错	0.9835
线条	干练	0.9834
角度	平缓	0.9834
弹跳感	强	0.9834
口碑	优异	0.9834
技术	纯熟	0.9834
电脑	准	0.9834
质感	精细	0.9834
功力	扎实	0.9834
品质	细腻	0.9833
挡位	明确	0.9833
精度	差	0.9833
性能	优秀	0.9833
油耗	靠谱	0.9833
